candidate_id,cost_bp_side,trades,events,cagr,total_return,sharpe,max_dd,pt_days,positive_day_rate
S01_session_momentum,-1.0,55040,27520,0.4426576200942169,11.36026635135074,2.150168739548518,-0.2650424976690106,277,0.5331395348837209
S01_session_momentum,-0.5,55040,27520,0.2623016824797139,3.944084881776764,1.3988110216644511,-0.3360369593402271,519,0.5104651162790698
S01_session_momentum,0.0,55040,27520,0.1044145748804303,0.9766595352394598,0.6474533037803856,-0.4510101527332631,519,0.4941860465116279
S01_session_momentum,1.0,55040,27520,-0.154765573398083,-0.6845093684986365,-0.8552621319877463,-0.7505715354297547,2134,0.4569767441860465
S01_session_momentum,3.0,55040,27520,-0.5053536665550118,-0.9920101237487098,-3.8606930035240095,-0.992160074671557,2491,0.3662790697674418
S01_session_momentum,5.0,55040,27520,-0.7108561247644807,-0.9997992414747428,-6.866123875060277,-0.9997992414747428,2505,0.2965116279069767
S02_range_location,-1.0,55040,27520,0.17827616569476,2.0819824141202337,2.438890423534894,-0.0573578261099081,43,0.5412790697674419
S02_range_location,-0.5,55040,27520,0.1021203815843183,0.9486582703242844,1.4593142991395542,-0.0991596372822094,384,0.5151162790697674
S02_range_location,0.0,55040,27520,0.0308684273649746,0.2319359643823932,0.4797381747442154,-0.1597575098591617,384,0.4784883720930232
S02_range_location,1.0,55040,27520,-0.098162225458095,-0.5078089876501015,-1.4794140740464632,-0.5864289594145702,2159,0.425
S02_range_location,3.0,55040,27520,-0.3099417202838564,-0.9215511531590254,-5.39771857162782,-0.9222337366370716,2385,0.3238372093023255
S02_range_location,5.0,55040,27520,-0.4721398529868417,-0.9875207928756624,-9.316023069209182,-0.9875207928756624,2505,0.2476744186046511
S03_opening_continuation_q95,-1.0,35188,12331,0.1378556750930004,1.4255887749199945,2.283955696538694,-0.0453237372199093,18,0.2238372093023256
S03_opening_continuation_q95,-0.5,35188,12331,0.0717567470373419,0.6087621333598878,1.2532506758079116,-0.0552489136086192,60,0.2098837209302325
S03_opening_continuation_q95,0.0,35188,12331,0.0094593095529367,0.0667277636344687,0.195456453238232,-0.1677933870595999,1100,0.1877906976744186
S03_opening_continuation_q95,1.0,35188,12331,-0.1045846149436727,-0.531361614338753,-1.909817853808051,-0.5503261369699208,2372,0.1476744186046511
S03_opening_continuation_q95,3.0,35188,12331,-0.2957973706143523,-0.9098334840826496,-5.534251775318403,-0.9106401263500568,2420,0.0854651162790697
S03_opening_continuation_q95,5.0,35188,12331,-0.4465159571292272,-0.9827245156965808,-7.977175231550285,-0.9827249397348614,2504,0.0401162790697674
S04_extreme_momentum_q95,-1.0,21506,7159,0.0512940648139785,0.4094542941379562,0.9841965550001875,-0.0780920186954104,209,0.4732558139534883
S04_extreme_momentum_q95,-0.5,21506,7159,0.0331756973289687,0.2509784524900287,0.6519318612344361,-0.0887751062392839,209,0.4627906976744186
S04_extreme_momentum_q95,0.0,21506,7159,0.0153677855878446,0.1103077512778243,0.3188228080043299,-0.1116523794756245,713,0.4511627906976744
S04_extreme_momentum_q95,1.0,21506,7159,-0.019337736338354,-0.1253897105342908,-0.3491048244047779,-0.2460390086722508,2157,0.427906976744186
S04_extreme_momentum_q95,3.0,21506,7159,-0.0852501012586993,-0.4573829091223191,-1.6859426401292612,-0.4912135206247661,2252,0.3872093023255814
S04_extreme_momentum_q95,5.0,21506,7159,-0.1467566366415549,-0.663420570518342,-3.0129296021541982,-0.663420570518342,2505,0.3581395348837209
S05_volume_confirmed_q95,-1.0,19680,6930,0.0550535109791863,0.4444001146343397,1.05429271010607,-0.0886046691643326,211,0.4662790697674419
S05_volume_confirmed_q95,-0.5,19680,6930,0.0374482685805206,0.2869055632515969,0.7324242720835074,-0.0985073227557308,211,0.4587209302325581
S05_volume_confirmed_q95,0.0,19680,6930,0.0201350688581309,0.1465705773349017,0.4095317741836592,-0.108303381918919,211,0.4488372093023255
S05_volume_confirmed_q95,1.0,19680,6930,-0.0136343872913929,-0.089890036763565,-0.2385377851856938,-0.221358340576054,2158,0.4319767441860465
S05_volume_confirmed_q95,3.0,19680,6930,-0.0778754700046242,-0.426650588734434,-1.538172862219374,-0.4653525328755047,2158,0.3930232558139535
S05_volume_confirmed_q95,5.0,19680,6930,-0.1379560049687543,-0.6388696910331118,-2.831604106545206,-0.6390543922139975,2501,0.3563953488372093
S06_vwap_displacement_q99,-1.0,7346,2503,0.0010912219559868,0.0075109173523495,0.0676700926098098,-0.3061349055039964,1410,0.3651162790697674
S06_vwap_displacement_q99,-0.5,7346,2503,-0.0348006395444782,-0.2157462934094121,-0.2461000988918641,-0.3941096351175479,1991,0.3598837209302326
S06_vwap_displacement_q99,0.0,7346,2503,-0.0694174145368446,-0.3895841190888249,-0.5584791930875124,-0.5034456255239461,2075,0.3534883720930232
S06_vwap_displacement_q99,1.0,7346,2503,-0.1350036951184436,-0.6302983585709374,-1.1771704114046162,-0.6813288390053177,2432,0.3372093023255814
S06_vwap_displacement_q99,3.0,7346,2503,-0.2527483870291375,-0.8645280779914234,-2.378090348310624,-0.8796035685520471,2440,0.3093023255813953
S06_vwap_displacement_q99,5.0,7346,2503,-0.3545969871824889,-0.95042757908895,-3.510809683542856,-0.9546607659322272,2441,0.2779069767441861
S07_market_residual_q99,-1.0,6306,2273,-0.0042764993785626,-0.0289761143131485,-0.0981373508078069,-0.1082937123812195,1248,0.280813953488372
S07_market_residual_q99,-0.5,6306,2273,-0.0097601464346996,-0.065079544906853,-0.2482351774984769,-0.1334926324393025,2238,0.2790697674418604
S07_market_residual_q99,0.0,6306,2273,-0.0152139558847236,-0.0998428914070682,-0.3981161747505317,-0.1599281635861726,2238,0.275
S07_market_residual_q99,1.0,6306,2273,-0.0260327027697051,-0.1655461234082818,-0.6969072702162945,-0.2110453344270234,2411,0.2668604651162791
S07_market_residual_q99,3.0,6306,2273,-0.0473191466313507,-0.2829371432704861,-1.2884215816261722,-0.3122939314008152,2413,0.2523255813953488
S07_market_residual_q99,5.0,6306,2273,-0.0681458548009013,-0.3838384854667711,-1.8679058914667224,-0.4006863531320852,2419,0.2360465116279069
S08_breadth_reversal_q99,-1.0,1942,810,0.0009203211277513,0.0063314284679856,0.0703245378496647,-0.0475456692043018,1443,0.1174418604651162
S08_breadth_reversal_q99,-0.5,1942,810,-6.361774043439627e-05,-0.0004364033900974,0.0029524262793519,-0.0506845584053337,1443,0.116860465116279
S08_breadth_reversal_q99,0.0,1942,810,-0.001046613845332,-0.0071588868235838,-0.0646040383386741,-0.0538131652272072,1443,0.1156976744186046
S08_breadth_reversal_q99,1.0,1942,810,-0.003009781286469,-0.020469017389578,-0.2001952342487825,-0.0608854932672043,1785,0.1127906976744186
S08_breadth_reversal_q99,3.0,1942,810,-0.0069248416977163,-0.0465582841033886,-0.4727524702766196,-0.0768436610841074,1785,0.1075581395348837
S08_breadth_reversal_q99,5.0,1942,810,-0.0108249162277239,-0.0719551757578881,-0.7460884864816374,-0.0925319285554965,1785,0.1046511627906976
S09_gap_reaction_q95,-1.0,14976,5424,0.0679877581494716,0.570343838032471,1.064606058761873,-0.0515287153694192,111,0.1116279069767441
S09_gap_reaction_q95,-0.5,14976,5424,0.0609836292753256,0.5010275502160468,0.9628195600086872,-0.0539354768887692,111,0.1093023255813953
S09_gap_reaction_q95,0.0,14976,5424,0.0540245114414073,0.434762313647034,0.8605392772582656,-0.0589728765359887,340,0.1075581395348837
S09_gap_reaction_q95,1.0,14976,5424,0.0402401773642424,0.3108551900438212,0.6546974797005182,-0.0712060054441159,340,0.1063953488372093
S09_gap_reaction_q95,3.0,14976,5424,0.0131992920475829,0.094139919780072,0.2393460030250412,-0.0952067367498112,340,0.1040697674418604
S09_gap_reaction_q95,5.0,14976,5424,-0.0131525339015915,-0.0868352317783547,-0.1780193049807119,-0.1236372810900605,1238,0.0982558139534883
S10_bar_structure_q99,-1.0,2674,1138,0.0091114335733812,0.0642081062441548,0.2398021974781605,-0.1053426236337857,1476,0.1895348837209302
S10_bar_structure_q99,-0.5,2674,1138,0.0035499477806384,0.0246112309604618,0.1064107159433149,-0.1232158700113481,1476,0.1848837209302325
S10_bar_structure_q99,0.0,2674,1138,-0.0019813723913748,-0.0135156212026693,-0.0273417948821767,-0.1407773826490375,1480,0.1819767441860465
S10_bar_structure_q99,1.0,2674,1138,-0.0129541591817009,-0.0855750530858597,-0.2955939870843709,-0.1748812055021964,1480,0.1761627906976744
S10_bar_structure_q99,3.0,2674,1138,-0.034544774565422,-0.2143187851135306,-0.832690915775411,-0.2630568654430451,1965,0.166860465116279
S10_bar_structure_q99,5.0,2674,1138,-0.055670478065158,-0.3249725283162042,-1.3659925252604808,-0.3499177173602699,2147,0.152906976744186
